,total_of_www,longest_word_path,phish_hints,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,domain_age,web_traffic,google_index,page_rank
451,0,0,0,6,0.0,1.0,7412,1561104,1,2
452,0,0,0,0,0.0,0.0,2581,3704884,1,4
453,1,6,0,120,0.7666666670000001,0.233333333,9203,688,0,6
454,1,7,0,504,0.75,0.25,8965,70,0,8
455,1,8,0,106,0.933962264,0.066037736,7671,300,0,6
456,0,8,1,33,0.2424242419999999,0.757575758,2429,9900817,1,1
457,1,0,0,70,0.928571429,0.071428571,7714,148721,0,4
458,1,8,0,49,0.571428571,0.428571429,4194,536277,0,3
459,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
460,0,9,0,334,0.221556886,0.7784431140000001,5443,0,1,2
461,1,10,0,65,1.0,0.0,2221,159227,0,4
462,0,9,0,12,1.0,0.0,6397,0,1,2
463,0,10,0,2,1.0,0.0,1079,710503,0,6
464,0,9,0,132,0.734848485,0.265151515,4060,99,0,5
465,0,22,0,18,0.5,0.5,203,2351744,0,1
466,1,9,0,0,0.0,0.0,11909,5646,1,5
467,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
468,0,6,0,145,0.068965517,0.931034483,2352,2353032,1,4
469,0,4,0,3,1.0,0.0,1302,0,1,0
470,1,0,0,0,0.0,0.0,177,0,1,0
471,0,0,0,2,0.0,1.0,4386,0,1,4
472,0,192,0,1,0.0,1.0,7086,18263,1,3
473,0,10,0,44,0.659090909,0.340909091,2041,493547,1,3
474,1,13,4,6,0.333333333,0.666666667,4609,0,1,3
475,1,0,0,222,0.7612612609999999,0.2387387389999999,6512,0,0,2
476,1,10,0,53,0.867924528,0.132075472,4917,601002,1,2
477,0,0,0,44,0.545454545,0.454545455,1546,4669,1,2
478,1,0,0,64,0.859375,0.140625,1796,678863,0,2
479,0,10,0,729,0.92866941,0.07133059,7131,12,0,7
480,0,0,0,8,1.0,0.0,1337,20989,0,6
481,0,32,0,58,0.0,1.0,7828,383,1,6
482,1,0,0,49,0.428571429,0.571428571,2329,3474559,0,1
483,1,0,0,177,1.0,0.0,2695,1453975,0,1
484,0,12,0,22,0.2272727269999999,0.772727273,1617,11992,1,4
485,1,0,0,135,0.977777778,0.022222222,4799,1616591,0,2
486,1,13,0,66,0.848484848,0.151515152,8829,2635,0,6
487,0,0,0,68,0.955882353,0.044117647,8181,178077,1,4
488,1,5,0,112,0.892857143,0.107142857,5088,53595,1,5
489,0,5,1,22,0.181818182,0.818181818,5626,0,1,5
490,1,15,4,4,1.0,0.0,2618,0,1,0
491,1,5,1,111,1.0,0.0,3573,0,1,1
492,0,5,0,86,0.965116279,0.034883721,3466,0,1,1
493,0,0,0,79,0.8860759490000001,0.113924051,2322,1342641,0,2
494,0,64,5,33,0.2424242419999999,0.757575758,36,0,1,0
495,1,8,0,565,0.957522124,0.042477876,8645,11963,1,5
496,1,0,0,105,0.961904762,0.038095238,7143,1195221,0,1
497,1,11,0,0,0.0,0.0,9120,24073,0,5
498,0,7,0,405,0.965432099,0.034567901,7130,12,0,7
499,1,7,1,2,1.0,0.0,9715,13782,0,5
500,0,17,0,4,1.0,0.0,4003,5828815,1,0
501,1,8,0,191,0.633507853,0.3664921470000001,6903,11602,1,5
502,1,10,0,126,0.944444444,0.055555556,5044,380,0,5
503,0,8,0,1,0.0,1.0,8350,1,1,10
504,1,0,0,54,0.518518519,0.481481481,2545,0,0,2
505,1,7,0,123,0.7560975609999999,0.243902439,9427,166,0,7
506,1,4,0,0,0.0,0.0,570,0,1,2
507,0,17,0,51,1.0,0.0,3993,5707171,1,0
508,0,7,0,55,0.545454545,0.454545455,2183,4676,0,5
509,0,9,2,70,0.828571429,0.171428571,605,0,1,2
510,0,40,1,28,0.892857143,0.107142857,1944,0,1,0
511,1,0,0,118,0.847457627,0.152542373,4801,428038,0,4
512,0,0,0,1,1.0,0.0,427,0,0,0
513,1,0,0,39,0.692307692,0.307692308,1129,2209139,0,4
514,0,6,1,11,0.454545455,0.545454545,8157,2390594,1,4
515,1,18,0,140,0.4,0.6,8518,8,0,10
516,0,17,0,51,1.0,0.0,3993,5707171,1,0
517,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
518,0,5,0,31,0.032258065,0.967741935,1015,1196152,1,2
519,1,17,0,4,1.0,0.0,4003,5816617,1,0
520,1,0,0,72,0.8472222220000001,0.152777778,4307,84997,0,3
521,1,13,1,0,0.0,0.0,1561,0,1,0
522,0,7,1,19,1.0,0.0,1278,0,1,0
523,0,13,0,218,0.922018349,0.077981651,6260,683,0,6
524,0,0,0,51,0.980392157,0.019607843,139,0,0,0
525,0,64,3,25,1.0,0.0,2018,7405079,1,0
526,0,0,0,204,0.166666667,0.833333333,7298,3086914,0,5
527,0,6,0,0,0.0,0.0,1830,0,1,1
528,0,22,0,216,0.87037037,0.12962963,6259,682,0,6
529,0,5,0,23,0.0,1.0,264,0,1,0
530,1,5,1,11,1.0,0.0,2241,0,1,3
531,0,7,1,0,0.0,0.0,761,0,1,0
532,0,11,0,49,0.87755102,0.12244898,4205,4261015,0,4
533,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
534,1,0,0,15,0.466666667,0.533333333,6378,0,0,4
535,1,11,0,0,0.0,0.0,1516,151292,1,5
536,1,7,0,62,0.903225806,0.096774194,6045,46492,0,5
537,1,7,0,0,0.0,0.0,115,0,1,0
538,0,0,0,44,0.977272727,0.022727273,2205,597131,1,1
539,0,0,1,42,0.928571429,0.071428571,4489,0,0,3
540,1,0,0,103,0.932038835,0.067961165,6254,475107,1,2
541,0,9,2,4,1.0,0.0,4291,0,1,1
542,0,10,0,66,0.727272727,0.272727273,8575,92470,0,5
543,1,6,0,21,0.238095238,0.761904762,3126,0,1,4
544,1,17,1,44,0.545454545,0.454545455,7709,1422202,1,5
545,1,10,0,202,0.955445545,0.044554455,8836,5999,0,5
546,0,8,0,712,0.933988764,0.066011236,7134,12,0,7
547,0,32,0,58,0.0,1.0,7826,386,1,6
548,0,65,1,12,0.583333333,0.4166666670000001,7968,892,0,7
549,1,6,0,42,0.928571429,0.071428571,6773,182609,0,4
550,1,0,0,63,0.8412698409999999,0.158730159,4627,1914647,0,4
551,1,5,0,83,0.746987952,0.253012048,5812,10664,0,5
552,1,12,0,61,0.8688524590000001,0.131147541,3683,443077,0,2
553,0,0,0,0,0.0,0.0,74,0,1,0
554,1,12,0,54,0.648148148,0.351851852,2305,541454,1,4
555,1,8,0,216,0.921296296,0.078703704,5509,1290,0,7
556,0,0,0,72,0.472222222,0.5277777779999999,5890,2438924,0,2
557,1,6,0,156,0.993589744,0.006410256,6076,0,1,2
558,0,13,1,36,0.7777777779999999,0.222222222,8346,1,0,10
559,1,14,0,144,0.819444444,0.180555556,591,0,1,2
560,0,1,0,72,0.75,0.25,5161,0,0,8
561,0,0,0,161,0.7018633540000001,0.298136646,7298,0,0,5
562,0,15,0,51,1.0,0.0,3993,5707171,1,0
563,0,0,0,149,0.067114094,0.932885906,1561,133791,0,1
564,1,7,2,10,0.9,0.1,160,5415205,1,1
565,1,17,0,87,0.954022989,0.045977011,7530,264522,0,5
566,0,3,0,8,1.0,0.0,1338,22211,1,6
567,1,17,3,10,0.9,0.1,531,0,1,0
568,1,9,0,6,0.666666667,0.333333333,3050,2259972,0,2
569,1,10,0,150,0.76,0.24,6991,4524,0,5
570,0,9,0,159,0.937106918,0.062893082,2887,596193,0,4
571,1,8,0,38,0.5,0.5,5197,8913,1,6
572,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
573,0,9,3,16,0.9375,0.0625,1250,0,1,0
574,0,10,0,28,1.0,0.0,54,0,1,0
575,1,5,0,186,0.994623656,0.005376344,7583,969,0,5
576,0,20,1,5,0.0,1.0,1284,0,1,4
577,0,32,0,0,0.0,0.0,3080,0,1,0
578,0,9,3,5,1.0,0.0,835,0,1,0
579,1,25,0,5,0.4,0.6,5158,114,1,8
580,0,0,0,21,0.428571429,0.571428571,8093,3612,1,4
581,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
582,0,31,1,26,0.115384615,0.884615385,8019,0,1,4
583,1,10,2,1041,0.251681076,0.7483189240000001,7795,548,0,8
584,1,0,0,20,0.8,0.2,2539,0,0,5
585,0,4,0,2935,0.8872231690000001,0.112776831,7130,12,0,7
586,1,10,0,5,0.4,0.6,2695,0,1,0
587,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
588,1,0,0,539,0.736549165,0.263450835,2539,45196,0,4
589,1,0,0,973,0.956834532,0.043165468,7365,624160,0,5
590,0,32,0,1,1.0,0.0,3489,0,1,0
591,1,7,0,8,0.875,0.125,385,0,1,0
592,1,11,0,158,0.962025316,0.037974684,7918,5638,1,6
593,0,4,0,0,0.0,0.0,2297,4070911,1,2
594,1,0,0,38,0.894736842,0.105263158,4647,0,0,4
595,1,66,1,9,1.0,0.0,31,0,1,0
596,1,17,0,51,1.0,0.0,3993,5707171,1,0
597,0,24,0,4,1.0,0.0,0,0,1,0
598,1,7,1,78,0.384615385,0.615384615,5795,0,1,1
599,0,9,0,174,0.902298851,0.097701149,6212,3128,0,5
600,1,17,0,51,1.0,0.0,3992,5697976,1,0
601,0,9,3,11,0.454545455,0.545454545,2492,0,1,0
602,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
603,1,10,1,27,0.8888888890000001,0.111111111,1149,0,1,2
604,0,17,0,51,1.0,0.0,3993,5707171,1,0
605,1,10,0,176,0.960227273,0.039772727,5044,380,0,5
606,1,0,0,17,0.764705882,0.235294118,3978,0,0,2
607,0,34,0,7,0.0,1.0,8019,0,1,4
608,1,7,0,46,0.891304348,0.1086956519999999,7108,135545,0,5
609,0,11,0,48,0.625,0.375,12210,50,1,8
610,1,10,0,205,0.6975609759999999,0.302439024,5225,137,0,8
611,1,11,0,197,0.781725888,0.218274112,9297,8115,1,6
612,1,50,0,41,0.853658537,0.146341463,5636,2,0,10
613,1,9,0,1,1.0,0.0,2403,819233,0,3
614,0,4,0,22,0.181818182,0.818181818,5627,0,1,5
615,0,5,1,21,0.19047619,0.80952381,5626,0,1,5
616,0,29,4,19,0.7894736840000001,0.210526316,678,10421362,1,3
617,0,0,0,23,0.7826086959999999,0.2173913039999999,4202,0,1,0
618,1,0,0,186,0.983870968,0.0161290319999999,4460,0,0,2
619,0,0,1,41,0.5121951220000001,0.487804878,1192,1086,1,3
620,0,17,0,51,1.0,0.0,3993,5707171,1,0
621,1,8,2,28,0.964285714,0.035714286,3716,0,1,0
622,1,11,0,26,0.923076923,0.076923077,6712,24846,0,5
623,1,0,0,3,1.0,0.0,6998,2435691,0,2
624,1,8,0,50,1.0,0.0,7403,2112,0,6
625,0,4,0,155,0.948387097,0.0516129029999999,7133,12,0,7
626,1,10,0,299,0.8193979929999999,0.1806020069999999,5086,53314,0,5
627,1,0,0,80,1.0,0.0,5714,10088551,0,2
628,1,11,0,154,0.928571429,0.071428571,7919,5635,1,6
629,0,14,0,35,0.028571429,0.971428571,5660,6032,1,6
630,1,0,0,49,1.0,0.0,7432,1468946,0,5
631,0,0,0,22,0.409090909,0.590909091,1440,0,0,2
632,1,8,0,89,0.719101124,0.280898876,5585,0,0,5
633,0,8,0,18,0.944444444,0.055555556,5612,0,1,5
634,0,17,0,4,1.0,0.0,4003,5816617,1,0
635,1,13,4,6,0.333333333,0.666666667,4609,0,1,3
636,0,8,0,53,0.264150943,0.735849057,1546,4669,1,2
637,1,6,0,611,0.913256956,0.086743044,8414,176808,0,4
638,1,9,0,388,0.989690722,0.010309278,2911,8734,0,6
639,0,10,0,0,0.0,0.0,1953,4365,1,3
640,0,6,0,12,0.666666667,0.333333333,330,0,1,0
641,1,7,0,193,0.8341968909999999,0.165803109,6250,11380,1,6
642,1,8,0,0,0.0,0.0,12048,83194,0,5
643,1,11,0,30,0.3,0.7,3374,33138,0,4
644,1,10,0,390,0.884615385,0.115384615,9126,27571,0,5
645,0,0,0,34,0.029411765,0.970588235,3374,0,1,1
646,0,17,0,51,1.0,0.0,3993,5707171,1,0
647,0,6,0,15,0.8,0.2,268,0,1,0
648,0,8,0,98,1.0,0.0,11554,609,1,7
649,1,9,0,85,0.8470588240000001,0.1529411759999999,6984,41235,0,5
650,0,7,0,0,0.0,0.0,4270,0,1,0
651,0,17,0,4,1.0,0.0,4003,5816617,1,0
652,1,9,0,80,0.9375,0.0625,2137,11284,1,4
653,0,7,2,22,0.545454545,0.454545455,2300,0,1,2
654,1,25,3,0,0.0,0.0,2314,0,1,1
655,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
656,0,0,0,31,0.225806452,0.774193548,1546,4669,1,2
657,1,0,0,33,0.696969697,0.303030303,4431,0,0,3
658,0,0,0,0,0.0,0.0,2642,6139067,1,1
659,1,9,2,0,0.0,0.0,177,0,1,0
660,0,0,0,66,0.818181818,0.181818182,4593,361415,0,4
661,0,12,0,9,1.0,0.0,7300,322560,0,3
662,0,9,0,204,0.955882353,0.044117647,8233,7093,0,5
663,0,8,1,0,0.0,0.0,12426,1823,0,5
664,1,13,0,17,0.0,1.0,7423,289,1,7
665,1,11,0,237,0.949367089,0.0506329109999999,8756,944,0,8
666,1,6,0,384,0.8203125,0.1796875,6264,5725,0,5
667,0,4,0,831,0.91456077,0.08543923,7131,12,0,7
668,1,0,0,98,0.979591837,0.020408163,142,0,0,0
669,1,14,1,2,0.5,0.5,3317,0,1,2
670,0,64,2,22,0.954545455,0.045454545,3750,0,1,2
671,1,0,0,173,0.8381502890000001,0.161849711,4484,10170,0,3
672,0,8,0,34,0.588235294,0.411764706,5676,46435,0,4
673,0,41,1,9,0.0,1.0,7764,32,0,5
674,0,20,0,0,0.0,0.0,3381,0,1,0
675,1,10,0,43,0.976744186,0.023255814,7339,48563,0,5
676,0,7,0,0,0.0,0.0,7039,0,1,2
677,1,11,0,0,0.0,0.0,421,10587379,0,3
678,1,7,2,0,0.0,0.0,553,0,1,2
679,0,5,1,10,0.9,0.1,1744,0,1,0
680,1,17,0,4,1.0,0.0,4003,5816617,1,0
681,0,5,1,33,0.272727273,0.727272727,1547,4639,1,2
682,1,0,0,24,0.708333333,0.291666667,8161,0,0,4
683,1,10,3,4,1.0,0.0,11,8773367,1,0
684,1,0,0,266,0.819548872,0.180451128,2652,0,0,1
685,1,0,0,1040,0.994230769,0.005769231,3028,1104748,0,3
686,1,13,0,41,0.463414634,0.5365853660000001,1654,477134,1,3
687,0,13,0,7,1.0,0.0,9129,15733,0,5
688,0,19,0,26,0.115384615,0.884615385,8019,0,1,4
689,0,8,0,1556,0.936375321,0.063624679,7133,12,0,7
690,1,7,0,333,0.885885886,0.114114114,6156,709661,1,2
691,0,0,1,13,0.0,1.0,6170,567796,1,3
692,1,5,0,14,0.357142857,0.642857143,4481,627184,0,5
693,0,20,0,1,0.0,1.0,7087,18105,1,3
694,0,8,0,1,0.0,1.0,7083,17964,1,3
695,0,5,0,96,0.6875,0.3125,2344,237648,1,2
696,0,4,0,22,0.181818182,0.818181818,5627,0,1,5
697,0,17,0,51,1.0,0.0,3993,5707171,1,0
698,1,8,0,56,0.660714286,0.3392857139999999,5062,578,0,6
699,1,9,0,26,0.5,0.5,2956,0,1,0
700,1,0,0,82,0.902439024,0.097560976,6272,804801,0,4
701,0,0,0,0,0.0,0.0,295,0,1,0
702,0,4,0,1,1.0,0.0,3544,0,1,1
703,0,53,4,0,0.0,0.0,322,126941,1,0
704,0,9,0,0,0.0,0.0,7445,381,1,8
705,0,31,1,30,0.333333333,0.666666667,8347,1,1,10
706,1,6,0,0,0.0,0.0,4605,0,1,2
707,0,0,0,31,0.0,1.0,5445,6496,0,5
708,0,4,1,83,0.469879518,0.5301204820000001,5613,0,1,5
709,0,0,0,111,0.7657657659999999,0.2342342339999999,1465,5811225,0,3
710,0,7,0,12,0.833333333,0.166666667,4170,3316475,0,3
711,1,0,0,3,0.666666667,0.333333333,3897,3198682,0,3
712,1,6,0,14,1.0,0.0,8051,0,0,2
713,0,5,0,0,0.0,0.0,1028,0,1,0
714,0,0,0,47,1.0,0.0,1,0,1,0
715,0,6,0,8,1.0,0.0,2215,0,1,0
716,1,9,1,58,0.965517241,0.034482759,1144,0,1,0
717,0,38,0,35,0.057142857,0.942857143,9317,13,1,7
718,0,40,0,38,0.7894736840000001,0.210526316,256,0,1,0
719,1,8,0,94,0.936170213,0.063829787,4486,2873,0,5
720,1,22,0,148,0.864864865,0.135135135,8442,43102,0,5
721,1,6,0,279,0.584229391,0.4157706089999999,6259,6679,0,6
722,0,32,3,2,0.0,1.0,1653,0,1,0
723,1,6,0,4,1.0,0.0,13,0,1,0
724,0,10,3,32,0.40625,0.59375,759,0,1,0
725,1,8,5,0,0.0,0.0,4193,0,1,2
726,0,64,4,2,0.0,1.0,1653,0,1,0
727,1,7,0,64,0.953125,0.046875,3850,1225017,1,3
728,0,0,0,0,0.0,0.0,2208,0,0,0
729,1,0,0,21,0.666666667,0.333333333,2816,0,0,2
730,1,0,0,35,0.428571429,0.571428571,1314,3926702,0,3
731,1,9,0,0,0.0,0.0,418,0,1,2
732,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
733,1,0,0,45,0.933333333,0.066666667,6452,1067701,0,3
734,1,8,0,54,0.759259259,0.240740741,8906,1546,0,6
735,1,17,0,4,1.0,0.0,4004,5828815,1,0
736,0,0,0,152,0.434210526,0.565789474,7297,7013301,0,5
737,1,0,0,83,0.144578313,0.855421687,2012,1107250,0,4
738,1,7,0,87,0.908045977,0.091954023,3473,179737,0,4
739,0,5,0,24,0.791666667,0.208333333,662,1167594,1,2
740,1,9,0,335,0.904477612,0.095522388,5119,41424,0,4
741,0,0,0,327,0.431192661,0.568807339,7297,0,0,5
742,1,2,0,80,0.4,0.6,6993,8740,0,5
743,1,9,0,124,0.508064516,0.491935484,5208,27898,0,5
744,0,0,0,75,0.226666667,0.773333333,4374,2734254,0,0
745,0,10,1,34,0.6176470589999999,0.382352941,2033,0,0,4
746,0,0,0,239,0.866108787,0.133891213,6467,10318745,0,3
747,0,13,4,6,0.333333333,0.666666667,4609,0,1,3
748,0,17,0,51,1.0,0.0,3993,5707171,1,0
749,0,0,0,115,0.2,0.8,7296,0,0,5
750,0,0,0,184,0.913043478,0.086956522,2,0,1,0
751,0,15,0,51,1.0,0.0,3993,5707171,1,0
752,0,0,0,42,0.761904762,0.238095238,8396,1194,0,6
753,1,4,0,85,0.941176471,0.058823529,3224,450557,0,4
754,0,9,5,13,0.923076923,0.076923077,3340,0,1,0
755,1,13,0,263,0.88973384,0.11026616,5967,155736,0,4
756,1,6,0,17,0.0,1.0,7420,285,0,7
757,1,17,0,65,0.953846154,0.046153846,7530,264522,0,5
758,0,0,0,127,0.94488189,0.05511811,2301,22884,0,3
759,0,0,0,13,0.7692307690000001,0.230769231,560,0,0,2
760,1,0,0,144,0.930555556,0.069444444,4824,4640560,0,3
761,0,32,0,37,0.0,1.0,1658,2580873,1,0
762,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
763,0,17,0,22,0.181818182,0.818181818,5626,2856134,1,5
764,1,3,0,48,0.666666667,0.333333333,9369,31707,0,6
765,0,0,0,0,0.0,0.0,2837,0,1,2
766,0,7,4,77,0.4025974029999999,0.597402597,7017,0,1,1
767,0,6,2,1,0.0,1.0,8346,1,0,10
768,0,6,0,82,0.8658536590000001,0.134146341,4101,41054,1,6
769,1,0,0,90,0.911111111,0.088888889,8725,287481,0,4
770,1,0,0,100,0.36,0.64,8350,1312,0,6
771,0,6,0,18,0.5555555560000001,0.444444444,5626,0,1,5
772,0,15,0,51,1.0,0.0,3992,5697976,1,0
773,0,5,0,1300,0.920769231,0.079230769,7134,12,0,7
774,0,17,0,51,1.0,0.0,3992,5697976,1,0
775,0,38,0,9,0.0,1.0,7764,32,0,5
776,0,0,2,24,1.0,0.0,2532,514430,1,0
777,1,9,0,226,0.845132743,0.1548672569999999,6096,83476,0,4
778,0,8,0,102,0.862745098,0.1372549019999999,9486,400,0,6
779,1,7,0,305,0.91147541,0.08852459,6631,1083895,0,2
780,1,0,0,14,0.285714286,0.7142857140000001,2700,0,0,2
781,1,0,0,51,0.411764706,0.588235294,6135,0,0,2
782,0,17,0,51,1.0,0.0,3992,5697976,1,0
783,0,0,0,0,0.0,0.0,2088,0,1,0
784,1,20,0,5,0.4,0.6,5160,114,1,8
785,0,0,0,46,0.3913043479999999,0.608695652,3798,2373127,0,3
786,0,6,0,142,1.0,0.0,11556,609,1,7
787,0,0,0,28,0.892857143,0.107142857,4455,780526,0,3
788,0,9,1,19,0.526315789,0.473684211,1777,122025,1,2
789,0,8,1,7,0.857142857,0.142857143,395,0,1,0
790,1,6,0,17,0.882352941,0.117647059,7473,0,1,4
791,0,17,0,22,0.181818182,0.818181818,5626,0,1,5
792,0,0,0,14,0.857142857,0.142857143,5160,0,0,8
793,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
794,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
795,1,0,0,15,0.466666667,0.533333333,90,0,1,0
796,0,32,0,51,0.588235294,0.411764706,1669,1961063,1,0
797,0,0,0,0,0.0,0.0,560,0,1,2
798,1,10,0,21,1.0,0.0,7006,0,0,1
799,1,6,0,17,0.764705882,0.235294118,7232,570615,0,5
800,1,0,0,67,0.850746269,0.149253731,7637,97763,0,5
801,1,6,0,85,0.8,0.2,6134,28418,0,5
802,0,12,0,27,0.4074074070000001,0.592592593,9171,56231,0,5
803,1,0,0,351,0.9002849,0.0997151,1609,291680,0,5
804,1,10,0,33,0.757575758,0.2424242419999999,3957,3230,0,4
805,1,0,0,70,0.857142857,0.142857143,1971,0,0,0
806,1,15,1,37,0.540540541,0.4594594589999999,3466,3050940,1,4
807,0,15,0,1,0.0,1.0,8350,1,1,10
808,0,0,0,24,0.0,1.0,6381,0,1,3
809,0,5,1,27,1.0,0.0,2797,0,1,1
810,1,0,0,168,0.94047619,0.05952381,8520,3247651,0,5
811,0,10,4,15,0.6,0.4,2381,0,1,2
812,1,12,0,78,0.897435897,0.102564103,7919,5638,1,6
813,0,8,0,0,0.0,0.0,1198,0,1,1
814,0,5,0,0,0.0,0.0,1186,0,1,0
815,0,10,0,85,0.635294118,0.364705882,7616,2190,0,5
816,0,16,2,1,0.0,1.0,8346,1,1,10
817,1,8,0,65,0.8615384620000001,0.138461538,8048,2604,0,6
818,0,5,1,16,1.0,0.0,61,0,1,0
819,0,34,0,7,0.0,1.0,8018,0,1,4
820,0,0,0,14,0.071428571,0.928571429,7295,0,1,5
821,0,6,0,116,0.879310345,0.120689655,6606,908,1,5
822,1,10,0,0,0.0,0.0,12844,565,1,6
823,1,14,0,144,0.409722222,0.5902777779999999,8517,8,0,10
824,0,40,0,28,0.8214285709999999,0.1785714289999999,1492,0,1,1
825,1,0,0,44,0.931818182,0.0681818179999999,3306,0,0,3
826,1,41,0,7,0.857142857,0.142857143,216,0,1,0
827,1,0,0,95,0.936842105,0.063157895,1193,160850,0,1
828,0,9,0,204,0.465686275,0.534313725,2654,162125,0,4
829,0,13,0,0,0.0,0.0,580,0,1,0
830,1,4,0,74,0.310810811,0.689189189,4737,0,0,0
831,0,139,0,6,0.666666667,0.333333333,4967,0,1,1
832,0,32,0,0,0.0,0.0,4377,0,1,1
833,0,0,0,7,0.857142857,0.142857143,74,0,1,0
834,0,0,0,0,0.0,0.0,2683,0,0,2
835,0,12,0,0,0.0,0.0,8546,58239,0,5
836,0,0,0,73,0.136986301,0.863013699,691,0,1,0
837,0,0,0,4,1.0,0.0,8,0,1,0
838,1,10,0,109,0.95412844,0.04587156,5525,23046,0,4
839,0,7,0,75,0.4133333329999999,0.586666667,8852,3960,1,7
840,0,17,0,51,1.0,0.0,3992,5707171,1,0
841,1,7,0,0,0.0,0.0,4424,0,0,0
842,1,13,0,150,0.94,0.06,12123,1006,0,7
843,1,7,0,61,0.590163934,0.409836066,9897,183,0,8
844,1,0,0,203,0.625615764,0.374384236,3396,3049386,0,3
845,1,0,0,290,0.244827586,0.755172414,2882,0,0,4
846,1,0,0,537,0.977653631,0.0223463689999999,5456,954040,0,5
847,1,13,0,93,0.946236559,0.0537634409999999,8053,4635,1,5
848,1,8,0,92,0.902173913,0.0978260869999999,4981,105063,0,4
849,1,8,0,59,0.813559322,0.186440678,8046,2603,0,6
850,0,8,0,3,1.0,0.0,11,0,1,0
851,1,6,0,95,0.7473684209999999,0.252631579,4010,16114,0,5
852,0,2,0,8,0.125,0.875,440,0,1,0
853,1,8,0,326,0.7147239259999999,0.285276074,9285,121,0,7
854,0,11,0,0,0.0,0.0,1953,4365,1,3
855,0,17,0,4,1.0,0.0,4003,5816617,1,0
856,0,7,0,0,0.0,0.0,2599,0,1,0
857,1,0,0,132,0.8636363640000001,0.1363636359999999,5391,10053,0,5
858,0,0,0,465,0.935483871,0.064516129,165,0,1,0
859,1,4,0,154,0.948051948,0.051948052,8928,46468,0,6
860,1,8,0,140,0.971428571,0.028571429,7506,1644193,0,4
861,0,0,0,15,0.0,1.0,5852,76924,1,1
862,1,0,0,261,0.858237548,0.1417624519999999,4774,0,0,1
863,1,8,1,96,0.5,0.5,5133,1315,0,7
864,0,32,0,30,0.966666667,0.033333333,5767,0,1,2
865,0,4,0,2228,0.996409336,0.003590664,9269,8530,1,7
866,1,5,0,165,0.951515152,0.048484848,7140,0,0,5
867,0,7,0,157,0.3566878979999999,0.643312102,4413,225825,0,5
868,1,11,0,137,0.430656934,0.5693430660000001,8519,8,1,10
869,0,5,0,24,0.5,0.5,3718,4166420,1,3
870,1,0,0,90,0.7555555559999999,0.2444444439999999,2910,142338,0,4
871,1,0,0,51,0.196078431,0.8039215690000001,5614,2713740,0,3
872,1,0,0,40,0.25,0.75,2486,2589063,0,4
873,1,10,0,139,0.690647482,0.309352518,7380,12752,0,6
874,1,0,0,16,0.875,0.125,3009,0,0,0
875,1,10,2,132,1.0,0.0,1706,4830221,1,2
876,1,7,0,88,0.647727273,0.352272727,3514,5294,0,5
877,1,8,0,213,0.929577465,0.070422535,7838,4087,0,5
878,0,0,0,184,0.222826087,0.7771739129999999,1546,4669,1,2
879,1,9,0,639,0.99687011,0.00312989,9035,613509,1,4
880,0,15,0,1,0.0,1.0,7083,17964,1,3
881,0,0,0,62,0.870967742,0.129032258,7640,3012018,0,3
882,0,17,0,4,1.0,0.0,1834,0,1,0
883,1,0,0,144,0.875,0.125,3540,2739659,0,2
884,0,6,0,23,0.0,1.0,240,0,1,0
885,1,0,0,92,0.913043478,0.086956522,5219,5928917,0,3
886,1,8,0,42,0.69047619,0.30952381,6091,2721799,0,2
887,1,8,0,296,0.760135135,0.239864865,9285,121,0,7
888,0,32,0,31,0.032258065,0.967741935,1016,1211946,1,2
889,0,0,0,103,0.932038835,0.067961165,7011,705069,1,2
890,0,15,0,1,1.0,0.0,3157,0,1,1
891,0,0,1,24,1.0,0.0,2532,514430,1,0
892,1,8,0,211,0.933649289,0.0663507109999999,2342,263173,1,3
893,0,15,0,51,1.0,0.0,3993,5707171,1,0
894,0,11,0,0,0.0,0.0,1953,4365,1,3
895,1,0,0,81,0.691358025,0.308641975,1800,0,0,3
896,1,14,1,147,0.823129252,0.176870748,590,0,1,2
897,0,29,1,18,0.833333333,0.166666667,1244,0,1,0
898,0,10,0,142,0.943661972,0.056338028,7223,405472,0,2
899,0,11,6,120,0.033333333,0.966666667,1589,0,1,0
900,0,7,0,237,0.852320675,0.147679325,2,0,1,0
901,1,0,0,754,0.957559682,0.042440318,6112,157596,0,5
902,0,23,0,10,0.0,1.0,8348,1,0,10
903,1,2,0,81,0.320987654,0.6790123459999999,6993,8740,0,5
904,1,9,0,17,0.0,1.0,7421,286,0,7
905,0,9,4,17,0.294117647,0.705882353,2802,0,1,2
906,0,10,0,95,0.652631579,0.347368421,7618,2192,1,5
